iter	Logloss
201	0.3808153248
202	0.38023781
203	0.379435546
204	0.3792625535
205	0.3790549163
206	0.3787461496
207	0.3780699267
208	0.3777307732
209	0.377136441
210	0.3767806003
211	0.3762012302
212	0.3756344499
213	0.3751857749
214	0.3745516728
215	0.3741112445
216	0.3735396947
217	0.3729877069
218	0.3725126995
219	0.3721009428
220	0.3716130322
221	0.3713259251
222	0.3708184048
223	0.3703629916
224	0.3698218659
225	0.3694448679
226	0.3688906526
227	0.3682942282
228	0.3679146929
229	0.3675079114
230	0.3669427003
231	0.366538597
232	0.3662541602
233	0.365643869
234	0.3650909956
235	0.364747092
236	0.3646483051
237	0.3642914994
238	0.3638924602
239	0.3635416528
240	0.3628935361
241	0.3627082515
242	0.3623778641
243	0.3622938261
244	0.3618223535
245	0.3615228475
246	0.3611973862
247	0.3608649182
248	0.3603309338
249	0.3601309232
250	0.3597289757
251	0.3595897252
252	0.3592906296
253	0.3589442559
254	0.3585783034
255	0.3581936336
256	0.3577626137
257	0.3574314591
258	0.3568781523
259	0.3567665814
260	0.3564794452
261	0.3559544972
262	0.355263761
263	0.3546617674
264	0.3541721805
265	0.3538202129
266	0.353269872
267	0.3528606185
268	0.3523907369
269	0.3521679394
270	0.3517238596
271	0.3512297685
272	0.3504886485
273	0.3504492892
274	0.3500644099
275	0.3495066649
276	0.3490603666
277	0.348835418
278	0.3486927812
279	0.3482571259
280	0.3477489648
281	0.3473216874
282	0.3468545736
283	0.3463423343
284	0.3460821228
285	0.3457978067
286	0.3456915012
287	0.3453939081
288	0.3451906599
289	0.3448972848
290	0.3444038894
291	0.3440103121
292	0.3434455714
293	0.3433330139
294	0.3429002429
295	0.3423989397
296	0.3421293819
297	0.3419118215
298	0.3415586838
299	0.3415259972
300	0.3411214441
301	0.3409433779
302	0.340579806
303	0.3402349077
304	0.34002229
305	0.339730591
306	0.3395510284
307	0.3393263532
308	0.3391025692
309	0.3387474099
310	0.3383879577
311	0.3378898577
312	0.3378329442
313	0.3374518848
314	0.3369316196
315	0.3368603658
316	0.3368235128
317	0.3366717846
318	0.3362563856
319	0.3360259813
320	0.3357495916
321	0.3356174531
322	0.3352942237
323	0.3351351185
324	0.3347445571
325	0.3344732912
326	0.3342775694
327	0.3340149763
328	0.3336683457
329	0.3334698234
330	0.3330946999
331	0.332844277
332	0.3325083722
333	0.3322678093
334	0.3319216677
335	0.3316568237
336	0.3314349188
337	0.3312926576
338	0.3311434546
339	0.3310054299
340	0.3308883819
341	0.3305840905
342	0.3304441388
343	0.3300328418
344	0.3298083509
345	0.3296605821
346	0.3293577667
347	0.3291101426
348	0.3287194722
349	0.3284332008
350	0.3281788532
351	0.3279493595
352	0.3277533922
353	0.3275449804
354	0.3275023259
355	0.3273122244
356	0.327132938
357	0.326946171
358	0.326627731
359	0.3263519734
360	0.3262009167
361	0.3259510231
362	0.3255672835
363	0.3253302502
364	0.3252075366
365	0.3249734589
366	0.3246654058
367	0.3243362899
368	0.3240474378
369	0.3238020042
370	0.3236666633
371	0.323499376
372	0.323360576
373	0.323308196
374	0.3230462786
375	0.322701279
376	0.3224470227
377	0.3221609638
378	0.3219291217
379	0.3215988171
380	0.3215923878
381	0.3213180739
382	0.3210919543
383	0.3207986631
384	0.3204392912
385	0.3200318495
386	0.3200149492
387	0.3195333051
388	0.3193037987
389	0.319041075
390	0.318693348
391	0.3182930204
392	0.3181547012
393	0.3178294988
394	0.3176897583
395	0.3175245976
396	0.3172016465
397	0.316894755
398	0.3167291388
399	0.3166356383
400	0.3165295818
401	0.3163430384
402	0.3161089625
403	0.3158983176
404	0.3156200345
405	0.3155295538
406	0.3153220711
407	0.3151054976
408	0.3149426651
409	0.3146336892
410	0.3143571015
411	0.3141873194
412	0.3138598143
413	0.3134859485
414	0.3131810381
415	0.3129624414
416	0.3129352316
417	0.3127836558
418	0.3126282649
419	0.312307159
420	0.3121382286
421	0.311863854
422	0.3115943627
423	0.3111929287
424	0.3110102574
425	0.310786448
426	0.3105530504
427	0.3105237568
428	0.3103947758
429	0.3101664196
430	0.3100160707
431	0.30966204
432	0.3091914979
433	0.3090790918
434	0.3089808189
435	0.3088236171
436	0.3088108378
437	0.3085008338
438	0.3082802125
439	0.3080639696
440	0.3077364518
441	0.3076485242
442	0.3075168402
443	0.3073781428
444	0.3071004847
445	0.3070425436
446	0.306777691
447	0.306555345
448	0.3064300124
449	0.3062192166
450	0.3060016504
451	0.3057296244
452	0.3056496166
453	0.305458003
454	0.3053867766
455	0.3052207171
456	0.3051450205
457	0.3050887259
458	0.3048183642
459	0.3046210002
460	0.3042534382
461	0.3041436745
462	0.3039386859
463	0.3037442903
464	0.3034837754
465	0.3033779148
466	0.3033163675
467	0.3031749762
468	0.3030271692
469	0.3028803293
470	0.302522857
471	0.3022949967
472	0.3021238035
473	0.3020246045
474	0.3017148415
475	0.3014461992
476	0.3012391966
477	0.3012284163
478	0.301054522
479	0.3008244313
480	0.3006417121
481	0.3005223113
482	0.3003899602
483	0.3003519512
484	0.3001831507
485	0.3000992062
486	0.2999147002
487	0.2997593054
488	0.2996125714
489	0.2994196636
490	0.2992233594
491	0.2990803308
492	0.2988206316
493	0.2986033754
494	0.298401352
495	0.2982088194
496	0.2979228804
497	0.2978124588
498	0.2977383863
499	0.2975195701
500	0.2973704124
501	0.2972308867
502	0.2970942456
503	0.2967124521
504	0.2965686898
505	0.2964125102
506	0.2962463427
507	0.2960197943
508	0.2958317053
509	0.2956756662
510	0.2954294044
511	0.2951365137
512	0.2949683076
513	0.2948208849
514	0.2947475526
515	0.2946109631
516	0.2942550517
517	0.2940536836
518	0.2938152324
519	0.293426935
520	0.2932308473
521	0.2930251589
522	0.2928631841
523	0.2924689406
524	0.292385215
525	0.2920759312
526	0.2919563302
527	0.2917018577
528	0.2915292991
529	0.2913815749
530	0.2912549901
531	0.2911795603
532	0.2910512132
533	0.2906558452
534	0.2905193569
535	0.2904005852
536	0.2902352544
537	0.2899454272
538	0.2898517962
539	0.289695684
540	0.2895501895
541	0.2894977501
542	0.2892799106
543	0.289187125
544	0.288971538
545	0.2887741408
546	0.2886223848
547	0.2883815342
548	0.2883399853
549	0.2880843213
550	0.287896994
551	0.2878007357
552	0.2877611176
553	0.2876374085
554	0.2875101548
555	0.2874191207
556	0.2870389982
557	0.286948748
558	0.286814247
559	0.2867629092
560	0.2866807357
561	0.2865747218
562	0.2864861248
563	0.2862698628
564	0.2860925262
565	0.2859079842
566	0.2857071473
567	0.2855414808
568	0.285427835
569	0.2852697501
570	0.2852502443
571	0.285092723
572	0.2850131663
573	0.284904074
574	0.2848125352
575	0.284608506
576	0.2845153552
577	0.28433247
578	0.2842450802
579	0.2841733833
580	0.2837894595
581	0.2836569422
582	0.283625734
583	0.2833858838
584	0.2832791134
585	0.2831410107
586	0.2831175109
587	0.2828658456
588	0.2827063652
589	0.2825470048
590	0.282460741
591	0.2823599295
592	0.282127594
593	0.282036199
594	0.2819345247
595	0.2818159411
596	0.2816338196
597	0.281556587
598	0.2812831181
599	0.2812209586
600	0.2809705681
601	0.2806318513
602	0.2804423182
603	0.280387273
604	0.2803249231
605	0.2800679333
606	0.2798930515
607	0.2797793829
608	0.2796462757
609	0.2795040701
610	0.2794006444
611	0.2793837882
612	0.2793089411
613	0.2792171893
614	0.2790782056
615	0.2789780167
616	0.2787885949
617	0.2787218232
618	0.2783694545
619	0.2782468062
620	0.2781495294
621	0.2780876228
622	0.2778635019
623	0.2777358613
624	0.2775524057
625	0.2775150821
626	0.2773458626
627	0.27722234
628	0.2770711732
629	0.2770086187
630	0.2769456515
631	0.2768368864
632	0.2765762567
633	0.2765514128
634	0.2764084933
635	0.2763682653
636	0.2761410827
637	0.2760229986
638	0.2757750415
639	0.2756978988
640	0.2756222816
641	0.2753007266
642	0.2752577553
643	0.2751136902
644	0.2748864673
645	0.2748527418
646	0.2747633199
647	0.2745766549
648	0.2744716959
649	0.274294764
650	0.2742042116
651	0.2740819496
652	0.2738084477
653	0.2736837386
654	0.2734701857
655	0.2733697105
656	0.2732895307
657	0.2730177197
658	0.272834199
659	0.2726727146
660	0.2725766993
661	0.2724263846
662	0.2721503566
663	0.2719476056
664	0.2718267281
665	0.2717005844
666	0.2716135687
667	0.2715263556
668	0.2713559662
669	0.2711309976
670	0.2710515883
671	0.2708194635
672	0.270688521
673	0.2704609921
674	0.2703703219
675	0.2701830484
676	0.2699401484
677	0.2698387509
678	0.2696320027
679	0.2695162061
680	0.2692954468
681	0.2692299515
682	0.2690697416
683	0.2690108507
684	0.2689339958
685	0.2688619323
686	0.2687062536
687	0.2686065493
688	0.2684639191
689	0.2683163087
690	0.268033674
691	0.2678904473
692	0.2678273272
693	0.2677100306
694	0.2676470162
695	0.2675399404
696	0.267381942
697	0.2672047526
698	0.2671321213
699	0.2669941112
700	0.2667511348
701	0.2666791775
702	0.2665653848
703	0.2663575924
704	0.2662799491
705	0.2661903253
706	0.2659100459
707	0.2658118718
708	0.2657208685
709	0.265688965
710	0.2654373344
711	0.2650918005
712	0.2650704171
713	0.2650638954
714	0.2649766251
715	0.2648662813
716	0.2647098771
717	0.2646263661
718	0.264481403
719	0.2643582426
720	0.2642408554
721	0.2640802245
722	0.2640356368
723	0.2640085997
724	0.2638207124
725	0.2636815124
726	0.2635784476
727	0.2634344749
728	0.2633219286
729	0.2632001246
730	0.2631108367
731	0.2630113559
732	0.2628837902
733	0.2627350197
734	0.2627267079
735	0.2626236606
736	0.262555566
737	0.2624305375
738	0.2623560532
739	0.2622457436
740	0.2620943725
741	0.2620215125
742	0.2619128281
743	0.2618555777
744	0.2616668391
745	0.2616198448
746	0.2615733771
747	0.2613536466
748	0.2613071926
749	0.2612223871
750	0.2610289562
751	0.2609574157
752	0.2608964332
753	0.2608054772
754	0.2607245186
755	0.2606482645
756	0.2605097082
757	0.2602330993
758	0.260046623
759	0.2599897638
760	0.2597744423
761	0.2596589845
762	0.2595475155
763	0.2593942749
764	0.2592544716
765	0.2590393209
766	0.2588188969
767	0.2586771827
768	0.2584741781
769	0.2583902338
770	0.2583226361
771	0.2582454698
772	0.2580573132
773	0.2580063292
774	0.2579171179
775	0.2577756956
776	0.2576426987
777	0.2574719793
778	0.25731993
779	0.2571053149
780	0.2569582779
781	0.2568952941
782	0.2568509591
783	0.2567916734
784	0.2567050069
785	0.2565893068
786	0.2564382323
787	0.2562873448
788	0.2562687017
789	0.2561088624
790	0.2558555842
791	0.2557595863
792	0.2556301726
793	0.2555211455
794	0.2553735541
795	0.2552706695
796	0.2551437906
797	0.2549720937
798	0.254807144
799	0.2546260692
800	0.2543888602
801	0.2543177586
802	0.2542004947
803	0.2541455302
804	0.2539842106
805	0.2538720483
806	0.2538565382
807	0.2537981569
808	0.2535828225
809	0.2534020942
810	0.2533229279
811	0.2531178712
812	0.2530481627
813	0.2529590941
814	0.2528920844
815	0.2527402539
816	0.2525708173
817	0.2523554581
818	0.2523122314
819	0.2522664538
820	0.2521336124
821	0.252074222
822	0.2520205979
823	0.2519363688
824	0.251867709
825	0.2517118619
826	0.2515819503
827	0.2513573796
828	0.2512939407
829	0.2512315361
830	0.2511571831
831	0.2508988478
832	0.2506520098
833	0.2505575718
834	0.250329339
835	0.2502307638
836	0.2502205598
837	0.2501908947
838	0.2501551711
839	0.250045788
840	0.2499571929
841	0.249900089
842	0.2497729623
843	0.2496056187
844	0.2494634525
845	0.2493889257
846	0.2493178603
847	0.2492629324
848	0.249175103
849	0.2490440776
850	0.2488177217
851	0.2486441526
852	0.2484645849
853	0.2484199948
854	0.2483283415
855	0.2482598069
856	0.2482417065
857	0.2480441765
858	0.247865841
859	0.2477843926
860	0.2475158002
861	0.2473722193
862	0.2472794736
863	0.2472035835
864	0.2470950318
865	0.2469204009
866	0.2469049747
867	0.2468289675
868	0.2466483513
869	0.246640041
870	0.246524186
871	0.2464316564
872	0.2463735072
873	0.246313358
874	0.2462937721
875	0.2461899935
876	0.246031914
877	0.2458877031
878	0.2458264013
879	0.2457255973
880	0.2456635392
881	0.2454610703
882	0.2452678167
883	0.24511299
884	0.2449501081
885	0.2448943496
886	0.2447116775
887	0.2446388977
888	0.2445247834
889	0.2444687707
890	0.2443840577
891	0.2442612744
892	0.2440832654
893	0.2438139342
894	0.2437201631
895	0.2434688495
896	0.2433055755
897	0.2432859388
898	0.2431958899
899	0.2430439429
900	0.242961855
901	0.2427897321
902	0.2427240084
903	0.2425405725
904	0.242424671
905	0.2423821153
906	0.2421363102
907	0.2420341441
908	0.2419385907
909	0.2417678165
910	0.2417147406
911	0.2415970833
912	0.2415405786
913	0.2415018818
914	0.2412126294
915	0.2409936869
916	0.2409117874
917	0.2407167863
918	0.2406828665
919	0.2406753029
920	0.2405752902
921	0.24049738
922	0.240361495
923	0.2402970568
924	0.240249419
925	0.2401407594
926	0.2398918357
927	0.2397123502
928	0.2395673559
929	0.2394313378
930	0.2393262471
931	0.2392067593
932	0.2391559486
933	0.2390897179
934	0.2389866756
935	0.2388106096
936	0.2386928766
937	0.2385263914
938	0.2383759243
939	0.2381611527
940	0.2380600778
941	0.2379191485
942	0.2377436036
943	0.237735934
944	0.2375703148
945	0.2374823218
946	0.2373659533
947	0.2372124226
948	0.2369719546
949	0.2369441027
950	0.2368735937
951	0.2367174381
952	0.2365539945
953	0.2362346169
954	0.2360734537
955	0.2359890662
956	0.2358492124
957	0.2355540871
958	0.2354499364
959	0.2352914847
960	0.2351823249
961	0.2350951974
962	0.2349498708
963	0.2348281519
964	0.2346847428
965	0.2345044981
966	0.234379153
967	0.2340439921
968	0.233926938
969	0.2337967578
970	0.2336345588
971	0.2335425778
972	0.2333895236
973	0.2333343492
974	0.2332544893
975	0.233077208
976	0.2329552933
977	0.2328040908
978	0.2327004266
979	0.2325799009
980	0.2325245235
981	0.2322403176
982	0.2320532876
983	0.2318875774
984	0.231747678
985	0.23165538
986	0.2315836743
987	0.2314861656
988	0.2314344423
989	0.2313155108
990	0.2312389355
991	0.2312193686
992	0.231138588
993	0.2310323421
994	0.2309375884
995	0.230887077
996	0.2308066607
997	0.2306732704
998	0.2306490769
999	0.2304976262
